,target_name,social_reward,path,energy_cost,total_score,final_target,simulation_index
0,E,5.0,8.0,8.0,-3.0,E,1
0,C,20.0,6.0,6.0,14.0,C,2
0,C,20.0,18.0,18.0,2.0,D,3
1,D,18.0,14.0,14.0,4.0,D,3
2,E,5.0,5.0,5.0,0.0,D,3
0,C,20.0,13.0,13.0,7.0,C,4
1,D,18.0,12.0,12.0,6.0,C,4
2,E,5.0,11.0,11.0,-6.0,C,4
3,F,15.0,9.0,9.0,6.0,C,4
0,C,20.0,7.0,7.0,13.0,C,5
1,D,18.0,12.0,12.0,6.0,C,5
2,E,5.0,19.0,19.0,-14.0,C,5
3,F,15.0,8.0,8.0,7.0,C,5
0,C,20.0,5.0,5.0,15.0,C,6
1,D,18.0,5.0,5.0,13.0,C,6
2,F,15.0,9.0,9.0,6.0,C,6
0,C,20.0,13.0,13.0,7.0,D,7
1,D,18.0,8.0,8.0,10.0,D,7
2,F,15.0,18.0,18.0,-3.0,D,7
0,D,18.0,6.0,6.0,12.0,D,8
1,E,5.0,8.0,8.0,-3.0,D,8
0,C,20.0,2.0,2.0,18.0,C,9
1,D,18.0,11.0,11.0,7.0,C,9
2,E,5.0,6.0,6.0,-1.0,C,9
3,F,15.0,7.0,7.0,8.0,C,9
0,C,20.0,7.0,7.0,13.0,C,10
1,D,18.0,12.0,12.0,6.0,C,10
2,E,5.0,12.0,12.0,-7.0,C,10
3,F,15.0,12.0,12.0,3.0,C,10
0,E,5.0,8.0,8.0,-3.0,E,11
1,F,15.0,18.0,18.0,-3.0,E,11
0,C,20.0,7.0,7.0,13.0,C,12
1,D,18.0,7.0,7.0,11.0,C,12
2,E,5.0,8.0,8.0,-3.0,C,12
3,F,15.0,11.0,11.0,4.0,C,12
0,C,20.0,3.0,3.0,17.0,C,13
1,D,18.0,5.0,5.0,13.0,C,13
2,E,5.0,7.0,7.0,-2.0,C,13
0,D,18.0,10.0,10.0,8.0,D,14
1,E,5.0,13.0,13.0,-8.0,D,14
0,C,20.0,7.0,7.0,13.0,C,15
0,C,20.0,9.0,9.0,11.0,C,16
1,E,5.0,5.0,5.0,0.0,C,16
2,F,15.0,9.0,9.0,6.0,C,16
0,D,18.0,19.0,19.0,-1.0,D,17
0,C,20.0,5.0,5.0,15.0,C,18
0,C,20.0,12.0,12.0,8.0,C,19
1,D,18.0,13.0,13.0,5.0,C,19
2,E,5.0,12.0,12.0,-7.0,C,19
0,D,18.0,14.0,14.0,4.0,F,20
1,F,15.0,7.0,7.0,8.0,F,20
0,C,20.0,10.0,10.0,10.0,D,21
1,D,18.0,2.0,2.0,16.0,D,21
0,D,18.0,11.0,11.0,7.0,D,22
1,F,15.0,10.0,10.0,5.0,D,22
0,F,15.0,16.0,16.0,-1.0,F,23
0,D,18.0,14.0,14.0,4.0,D,24
0,C,20.0,10.0,10.0,10.0,D,25
1,D,18.0,6.0,6.0,12.0,D,25
2,E,5.0,8.0,8.0,-3.0,D,25
3,F,15.0,10.0,10.0,5.0,D,25
0,C,20.0,15.0,15.0,5.0,C,26
1,D,18.0,13.0,13.0,5.0,C,26
2,E,5.0,18.0,18.0,-13.0,C,26
0,C,20.0,11.0,11.0,9.0,F,27
1,D,18.0,13.0,13.0,5.0,F,27
2,F,15.0,6.0,6.0,9.0,F,27
0,C,20.0,8.0,8.0,12.0,D,28
1,D,18.0,5.0,5.0,13.0,D,28
2,E,5.0,6.0,6.0,-1.0,D,28
3,F,15.0,7.0,7.0,8.0,D,28
0,D,18.0,5.0,5.0,13.0,D,29
1,E,5.0,9.0,9.0,-4.0,D,29
0,D,18.0,14.0,14.0,4.0,F,30
1,F,15.0,7.0,7.0,8.0,F,30
0,D,18.0,14.0,14.0,4.0,D,31
1,E,5.0,14.0,14.0,-9.0,D,31
0,E,5.0,14.0,14.0,-9.0,E,32
0,C,20.0,21.0,21.0,-1.0,C,33
1,E,5.0,20.0,20.0,-15.0,C,33
2,F,15.0,16.0,16.0,-1.0,C,33
0,C,20.0,16.0,16.0,4.0,C,34
1,D,18.0,14.0,14.0,4.0,C,34
2,E,5.0,4.0,4.0,1.0,C,34
0,E,5.0,10.0,10.0,-5.0,F,35
1,F,15.0,5.0,5.0,10.0,F,35
0,F,15.0,13.0,13.0,2.0,F,36
0,C,20.0,9.0,9.0,11.0,C,37
1,D,18.0,11.0,11.0,7.0,C,37
0,D,18.0,8.0,8.0,10.0,D,38
1,E,5.0,7.0,7.0,-2.0,D,38
2,F,15.0,6.0,6.0,9.0,D,38
0,E,5.0,9.0,9.0,-4.0,F,39
1,F,15.0,6.0,6.0,9.0,F,39
0,C,20.0,8.0,8.0,12.0,C,40
1,E,5.0,7.0,7.0,-2.0,C,40
2,F,15.0,10.0,10.0,5.0,C,40
0,C,20.0,19.0,19.0,1.0,D,41
1,D,18.0,14.0,14.0,4.0,D,41
0,C,20.0,8.0,8.0,12.0,C,42
1,E,5.0,10.0,10.0,-5.0,C,42
0,F,15.0,6.0,6.0,9.0,F,43
0,C,20.0,13.0,13.0,7.0,F,44
1,E,5.0,8.0,8.0,-3.0,F,44
2,F,15.0,5.0,5.0,10.0,F,44
0,E,5.0,12.0,12.0,-7.0,E,45
0,E,5.0,16.0,16.0,-11.0,F,46
1,F,15.0,12.0,12.0,3.0,F,46
0,C,20.0,10.0,10.0,10.0,C,47
1,D,18.0,13.0,13.0,5.0,C,47
2,E,5.0,9.0,9.0,-4.0,C,47
0,C,20.0,9.0,9.0,11.0,C,48
1,D,18.0,11.0,11.0,7.0,C,48
0,C,20.0,6.0,6.0,14.0,C,49
1,D,18.0,10.0,10.0,8.0,C,49
2,E,5.0,11.0,11.0,-6.0,C,49
3,F,15.0,11.0,11.0,4.0,C,49
0,C,20.0,17.0,17.0,3.0,C,50
1,F,15.0,14.0,14.0,1.0,C,50
0,C,20.0,12.0,12.0,8.0,C,51
1,D,18.0,12.0,12.0,6.0,C,51
2,E,5.0,6.0,6.0,-1.0,C,51
3,F,15.0,12.0,12.0,3.0,C,51
0,C,20.0,6.0,6.0,14.0,C,52
1,F,15.0,13.0,13.0,2.0,C,52
0,D,18.0,17.0,17.0,1.0,D,53
0,C,20.0,7.0,7.0,13.0,C,54
1,E,5.0,7.0,7.0,-2.0,C,54
